Cantidad,Nombre Producto,Related Venta,Related Detalle Schedule,Codigo,Presentacion,Nombre Producto (ref),Related Catalogo Producto,Catalogo Producto - Producto,Precio,Kilagramos,Importes,Catalogo Producto - Peso,Calibre,Detalle Json,producto,Venta - Nombre Cliente,Codigo.,Catalogo Producto - Descripcion,Impuesto,Malla,Related Detalle Venta,Detalle Venta records,Agregar Devoluccion,Devoluccion,Devoluccion Ckeck,Nombre Almacen,Fecha Venta,Venta - Tipo de Cliente,Tipo de Venta,Cantidad Cajas,Cantidad Kilogramos,Cantidad Pallets,Catalogo Producto - Cajas Pallet,Venta - Entregado Bodega,Detalle Salidas Venta records,Add Detalle Salidas Venta,Cantidad Pendiente,Existencia,Facturas/Ventas records,Add Facturas/Ventas,Salidas X Facturas,Devolucion,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
135,,608,,,,,90,EX GEN 19 KG WALMART 45 CJS,"$1,197","2,565","$161,595",19,EX,"{
""id"":""1704"",
""CodigoP"":""90"",
""unitPrice"":1197,
""idVenta"":608,
""KG"":135,
""Existencia"":2565
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022063G,AGUACATE HASS EXTRA M EN CAJA GENÉRICA DE 19 KG 210/325 GR,0,no,,1704,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1704&_fid_15=90&_fid_34=1&dfid=11&z=cq5b2,,no,,06-12-24 01:30 PM,Nacional,Cajas,135,"2,565",3,45,no,1704,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1704&z=cq5b2,,2565,1704,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1704&z=cq5b2,,,06-12-24 01:32 PM,06-12-24 01:32 PM,1704,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,608,,,,,89,1RA GEN 20 KG WALMART 45 CJS,"$1,260","3,600","$226,800",20,1RA,"{
""id"":""1705"",
""CodigoP"":""89"",
""unitPrice"":1260,
""idVenta"":608,
""KG"":180,
""Existencia"":3600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022049G,AGUACATE HASS PRIMERA EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,1705,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1705&_fid_15=89&_fid_34=1&dfid=11&z=cq5b2,,no,,06-12-24 01:30 PM,Nacional,Cajas,180,"3,600",4,45,no,1705,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1705&z=cq5b2,,3600,1705,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1705&z=cq5b2,,,06-12-24 01:34 PM,06-12-24 01:34 PM,1705,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,608,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,220","3,600","$219,600",20,1RA B,"{
""id"":""1706"",
""CodigoP"":""129"",
""unitPrice"":1220,
""idVenta"":608,
""KG"":180,
""Existencia"":3600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,1706,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1706&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,180,no,,06-12-24 01:30 PM,Nacional,Cajas,180,"3,600",4.5,40,no,1706,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1706&z=cq5b2,,3600,1706,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1706&z=cq5b2,,,06-12-24 01:36 PM,06-12-24 01:36 PM,1706,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
315,,608,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,"$1,220","6,300","$384,300",20,1RA B,"{
""id"":""1707"",
""CodigoP"":""129"",
""unitPrice"":1220,
""idVenta"":608,
""KG"":315,
""Existencia"":6300
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,,1707,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1707&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,no,,06-12-24 01:30 PM,Nacional,Cajas,315,"6,300",7.875,40,no,1707,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1707&z=cq5b2,,6300,1707,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1707&z=cq5b2,,,06-12-24 01:36 PM,06-12-24 01:36 PM,1707,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
45,,608,,,,,102,MD MKTS GEN 20 KG 25/5 WALMART 45 CJS,$950,900,"$42,750",20,MD,"{
""id"":""1708"",
""CodigoP"":""102"",
""unitPrice"":950,
""idVenta"":608,
""KG"":45,
""Existencia"":900
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022599,AGUACATE HASS MEDIANO MARKETSIDE EN MALLA 25/5 EN CAJA PLÁSTICO GENÉRICA 20 KG 150/170 GR,0,no,,1708,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1708&_fid_15=102&_fid_34=1&dfid=11&z=cq5b2,,no,,06-12-24 01:30 PM,Nacional,Cajas,45,900,1,45,no,1708,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1708&z=cq5b2,,900,1708,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1708&z=cq5b2,,,06-12-24 01:38 PM,06-12-24 01:38 PM,1708,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
225,,608,,,,,88,3RA BOD BD AU GEN 20 KG 25/5 WALMART 45 CJS,$625,"4,500","$140,625",20,3RA B,"{
""id"":""1709"",
""CodigoP"":""88"",
""unitPrice"":625,
""idVenta"":608,
""KG"":225,
""Existencia"":4500
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/5 EN CAJA PLÁSTICO GENÉRICA 20 KG 120/150 GR,0,no,,1709,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1709&_fid_15=88&_fid_34=1&dfid=11&z=cq5b2,,no,,06-12-24 01:30 PM,Nacional,Cajas,225,"4,500",5,45,no,1709,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1709&z=cq5b2,,4500,1709,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1709&z=cq5b2,,,06-12-24 01:38 PM,06-12-24 01:38 PM,1709,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
90,,608,,,,,109,EX SPCL GEN 19 KG 20/4 WALMART 45 CJS,"$1,720","1,710","$154,800",19,EX,"{
""id"":""1710"",
""CodigoP"":""109"",
""unitPrice"":1720,
""idVenta"":608,
""KG"":90,
""Existencia"":1710
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022650,AGUACATE HASS EXTRA SPECIAL EN MALLA 20/4 EN CAJA PLÁSTICO GENÉRICA 19 KG 230/260 GR,0,no,,1710,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1710&_fid_15=109&_fid_34=1&dfid=11&z=cq5b2,90,no,,06-12-24 01:30 PM,Nacional,Cajas,90,"1,710",2,45,no,1710,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1710&z=cq5b2,,1710,1710,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1710&z=cq5b2,,,06-12-24 01:39 PM,06-12-24 01:39 PM,1710,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
"1,080",,609,,,,,88,3RA BOD BD AU GEN 20 KG 25/5 WALMART 45 CJS,$625,"21,600","$675,000",20,3RA B,"{
""id"":""1711"",
""CodigoP"":""88"",
""unitPrice"":625,
""idVenta"":609,
""KG"":1080,
""Existencia"":21600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/5 EN CAJA PLÁSTICO GENÉRICA 20 KG 120/150 GR,0,no,,1711,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1711&_fid_15=88&_fid_34=1&dfid=11&z=cq5b2,,no,,06-12-24 01:41 PM,Nacional,Cajas,"1,080","21,600",24,45,no,1711,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1711&z=cq5b2,,"21,600",1711,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1711&z=cq5b2,,,06-12-24 01:42 PM,06-12-24 01:42 PM,1711,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
"1,080",,610,,,,,88,3RA BOD BD AU GEN 20 KG 25/5 WALMART 45 CJS,$625,"21,600","$675,000",20,3RA B,"{
""id"":""1712"",
""CodigoP"":""88"",
""unitPrice"":625,
""idVenta"":610,
""KG"":1080,
""Existencia"":21600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022629,AGUACATE HASS TERCERA B AURRERA EN MALLA 25/5 EN CAJA PLÁSTICO GENÉRICA 20 KG 120/150 GR,0,no,,1712,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1712&_fid_15=88&_fid_34=1&dfid=11&z=cq5b2,,no,,07-12-24 04:54 PM,Nacional,Cajas,"1,080","21,600",24,45,no,1712,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1712&z=cq5b2,,"21,600",1712,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1712&z=cq5b2,,,07-12-24 04:56 PM,07-12-24 04:56 PM,1712,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
630,,611,,,,,453,1RA RPC 20 KG WALMART 45 CJS,"$1,260","12,600","$793,800",20,1RA,"{
""id"":""1713"",
""CodigoP"":""453"",
""unitPrice"":1260,
""idVenta"":611,
""KG"":630,
""Existencia"":12600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022049,AGUACATE HASS PRIMERA EN CAJA DE PLASTICO RPC 20 KG 170/210 GR,0,no,,1713,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1713&_fid_15=453&_fid_34=1&dfid=11&z=cq5b2,,no,,09-12-24 04:13 PM,Nacional,Cajas,630,"12,600",14,45,no,1713,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1713&z=cq5b2,,"12,600",1713,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1713&z=cq5b2,,,09-12-24 04:15 PM,09-12-24 04:19 PM,1713,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
450,,611,,,,,115,EX SPCL RPC 19 KG 20/4 WALMART,"$1,720","8,550","$774,000",19,EX,"{
""id"":""1714"",
""CodigoP"":""115"",
""unitPrice"":1720,
""idVenta"":611,
""KG"":450,
""Existencia"":8550
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022643,AGUACATE HASS EXTRA SPECIAL EN MALLA 20/4 EN CAJA PLÁSTICO RPC 19 KG 230/260 GR,0,no,,1714,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1714&_fid_15=115&_fid_34=1&dfid=11&z=cq5b2,,no,,09-12-24 04:13 PM,Nacional,Cajas,450,"8,550",10,45,no,1714,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1714&z=cq5b2,,8550,1714,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1714&z=cq5b2,,,09-12-24 04:16 PM,09-12-24 04:19 PM,1714,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
"1,080",,612,,,,,118,EX RPC 19 KG WALMART,"$1,197","20,520","$1,292,760",19,EX,"{
""id"":""1715"",
""CodigoP"":""118"",
""unitPrice"":1197,
""idVenta"":612,
""KG"":1080,
""Existencia"":20520
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022063,AGUACATE HASS EXTRA M EN CAJA DE PLÁSTICO RPC 19 KG  210/325 GR,0,no,,1715,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1715&_fid_15=118&_fid_34=1&dfid=11&z=cq5b2,,no,,10-12-24 04:18 PM,Nacional,Cajas,"1,080","20,520",24,45,no,1715,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1715&z=cq5b2,,"20,520",1715,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1715&z=cq5b2,,,10-12-24 04:19 PM,10-12-24 04:19 PM,1715,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
180,,,,,,,129,1RA B GEN 20 KG WALMART 40 CJS,,"3,600",$0,20,1RA B,"{
""id"":""1716"",
""CodigoP"":""129"",
""unitPrice"":0,
""idVenta"":0,
""KG"":180,
""Existencia"":3600
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",,07503017022056G,AGUACATE HASS PRIMERA B EN CAJA GENÉRICA DE 20 KG  170/210 GR,0,no,1706,1716,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1716&_fid_15=129&_fid_34=1&dfid=11&z=cq5b2,,yes,,,,,,,,40,no,1716,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1716&z=cq5b2,,3600,1716,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1716&z=cq5b2,,,10-12-24 04:55 PM,10-12-24 04:55 PM,1716,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
90,,,,,,,109,EX SPCL GEN 19 KG 20/4 WALMART 45 CJS,,"1,710",$0,19,EX,"{
""id"":""1717"",
""CodigoP"":""109"",
""unitPrice"":0,
""idVenta"":0,
""KG"":90,
""Existencia"":1710
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",,07503017022650,AGUACATE HASS EXTRA SPECIAL EN MALLA 20/4 EN CAJA PLÁSTICO GENÉRICA 19 KG 230/260 GR,0,no,1710,1717,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1717&_fid_15=109&_fid_34=1&dfid=11&z=cq5b2,,yes,,,,,,,,45,no,1717,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1717&z=cq5b2,,1710,1717,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1717&z=cq5b2,,,10-12-24 04:55 PM,10-12-24 04:55 PM,1717,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
300,,613,,,,,111,EX PLASTICO 10 KG WALMART,$650,"3,000","$195,000",10,EX,"{
""id"":""1718"",
""CodigoP"":""111"",
""unitPrice"":650,
""idVenta"":613,
""KG"":300,
""Existencia"":0
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022582,AGUACATE HASS EXTRA EN CAJA DE PLÁSTICO GENÉRICA 10 KG  (230/260 GR) ED,0,no,,1718,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1718&_fid_15=111&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,11-12-24 08:45 AM,Nacional,Cajas,300,"3,000",2.8846153846154,104,no,1718,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1718&z=cq5b2,,0,1718,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1718&z=cq5b2,3000,,11-12-24 08:49 AM,11-12-24 08:49 AM,1718,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
450,,614,,,,,453,1RA RPC 20 KG WALMART 45 CJS,"$1,260","9,000","$567,000",20,1RA,"{
""id"":""1719"",
""CodigoP"":""453"",
""unitPrice"":1260,
""idVenta"":614,
""KG"":450,
""Existencia"":9000
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022049,AGUACATE HASS PRIMERA EN CAJA DE PLASTICO RPC 20 KG 170/210 GR,0,no,,1719,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=1719&_fid_15=453&_fid_34=1&dfid=11&z=cq5b2,,no,,11-12-24 11:23 AM,Nacional,Cajas,450,"9,000",10,45,no,1719,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=1719&z=cq5b2,,9000,1719,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=1719&z=cq5b2,,,11-12-24 11:26 AM,11-12-24 11:26 AM,1719,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
